timestamp,cut_number,cutter_id,spindle_speed,feed_rate,depth_of_cut,coolant,force_x_max,force_y_max,force_x_p2p,force_y_mean,vib_x_std,vib_x_max,vib_y_std,vib_x_kurtosis,vib_y_kurtosis,force_y_kurtosis,force_y_skewness,force_x_kurtosis,force,vibration,acoustic_emission,tool_wear,tool_health,rul,status,is_anomaly
2026-09-24 08:01:40,11,c1,10400,1555,1.5,Off,11.397,26.906,17.396,2.63374433435203,0.0771821972029732,0.376,0.0748333921505059,0.267683149156098,0.1019707291076938,0.5342344145786946,0.4359387529177518,-0.4876699709266594,29.22,0.1075,0.6175,71.74,60.1,304,NORMAL,0
2026-09-24 08:01:50,12,c1,10400,1555,1.5,Off,11.099,28.727,17.235,2.748919348652006,0.0787123336003298,0.414,0.0761130118891186,0.3109248984758439,0.168483400125921,0.5596710128169664,0.4686582779801299,-0.4521971172805576,30.797,0.1095,0.6242,74.02,58.9,303,NORMAL,0
2026-09-24 08:02:00,13,c1,10400,1555,1.5,Off,15.72,28.185,19.532,2.526244956719901,0.0803075204837802,0.356,0.0757787718353713,0.1462594234266352,0.0235221483818657,0.6437854008427792,0.4187485221141943,0.0382010916109858,32.272,0.1104,0.6258,76.06,57.7,302,NORMAL,0
2026-09-24 08:02:10,14,c1,10400,1555,1.5,Off,16.622,30.026,19.545,2.561929652073448,0.0800694364567022,0.352,0.0755277379520011,0.1912471932361876,0.012391949631457,0.6529109088978857,0.4985796176643489,0.0196699500709396,34.32,0.1101,0.6311,77.89,56.7,301,NORMAL,0
2026-09-24 08:02:20,15,c1,10400,1555,1.5,Off,18.316,31.007,20.46,2.63404358145734,0.081109865095736,0.36,0.0762422433614836,0.170685677952294,0.0157099795464361,0.6824171945034445,0.497394836240001,0.0191760608637521,36.013,0.1113,0.6346,79.51,55.8,300,NORMAL,0
2026-09-24 08:02:30,16,c1,10400,1555,1.5,Off,19.033,30.47,19.343,2.718312847607186,0.0815737640069456,0.374,0.0768265914606999,0.1554195899740125,0.0120456983242367,0.6881898896171021,0.4955223955786971,0.021820248344277,35.926,0.1121,0.6372,80.93,55.0,299,NORMAL,0
2026-09-24 08:02:40,17,c1,10400,1555,1.5,Off,20.121,31.863,19.75,2.753795775194329,0.0823876762595917,0.384,0.0773722079959673,0.1680344314027984,0.0280888248641781,0.6997712391548565,0.4993803348966058,0.0266111425585036,37.684,0.113,0.6404,82.19,54.3,298,NORMAL,0
2026-09-24 08:02:50,18,c1,10400,1555,1.5,Off,22.009,30.57,21.097,2.771960547342276,0.0819329187928744,0.368,0.0769722560443146,0.1747227231411914,0.0317305882239384,0.735803791258907,0.504718939588686,0.0176693163275354,37.669,0.1124,0.6439,83.27,53.7,297,NORMAL,0
2026-09-24 08:03:00,19,c1,10400,1555,1.5,Off,22.748,31.434,19.988,2.7981866163437044,0.0815748953655682,0.382,0.0767467086653233,0.1605286972424768,0.0292364193559833,0.735871117366794,0.501669425554176,0.0159740383888444,38.802,0.112,0.6453,84.2,53.2,296,NORMAL,0
2026-09-24 08:03:10,20,c1,10400,1555,1.5,Off,23.477,31.719,20.389,2.8410125437226594,0.0811912449142724,0.368,0.0766285748352936,0.1878539786881976,0.036875197447288,0.7386410055550012,0.5040861105543999,0.0034812307376301,39.462,0.1116,0.6478,84.99,52.8,295,NORMAL,0
2026-09-24 08:03:20,21,c1,10400,1555,1.5,Off,11.727,25.453,17.216,2.554461268254946,0.0875897212572436,0.423,0.0831923800673258,0.1401681993232624,0.1297187991631685,0.5224268043872025,0.3365214672464749,-0.6658834143748038,28.025,0.1208,0.6412,85.65,52.4,294,NORMAL,0
2026-09-24 08:03:30,22,c1,10400,1555,1.5,Off,12.547,28.56,18.267,2.5883197128229485,0.0880722494737685,0.397,0.0835685232668765,0.1839762533576765,0.119108617794637,0.5636358352146704,0.4392072126603318,-0.6120174001739112,31.195,0.1214,0.6448,86.19,52.1,293,NORMAL,0
2026-09-24 08:03:40,23,c1,10400,1555,1.5,Off,13.062,28.201,18.759,2.701530052573162,0.0883151965275929,0.364,0.0838672978889647,0.1900806062985429,0.1359876705953606,0.638273143988358,0.4503044125025446,-0.6105784200215743,31.079,0.1218,0.6481,86.62,51.9,292,NORMAL,0
2026-09-24 08:03:50,24,c1,10400,1555,1.5,Off,13.397,31.635,19.218,2.790999726076177,0.0876804727274772,0.396,0.0829453575083452,0.1794371361895326,0.1380200150829735,0.6785448324523564,0.4587048976683495,-0.612507110666975,34.355,0.1207,0.6496,86.94,51.7,291,NORMAL,0
2026-09-24 08:04:00,25,c1,10400,1555,1.5,Off,13.286,29.266,18.787,2.877131536156685,0.0874425581985181,0.392,0.08264650469454,0.1830963199396849,0.1128519350338104,0.655421515726383,0.4512068725568141,-0.6619154946829862,32.141,0.1203,0.6495,87.18,51.6,290,NORMAL,0
2026-09-24 08:04:10,26,c1,10400,1555,1.5,Off,13.976,31.022,20.233,2.979001625904867,0.0876308321112514,0.428,0.0827375034137089,0.2056747627595232,0.1094742445829646,0.7102112753215444,0.4664978740293822,-0.666341543540149,34.025,0.1205,0.6521,87.32,51.5,289,NORMAL,0
2026-09-24 08:04:20,27,c1,10400,1555,1.5,Off,14.002,31.582,19.938,2.970004046308772,0.0872583840480556,0.488,0.0823100437465149,0.2440363789840467,0.1312881996717596,0.7116040154021963,0.47081863264436,-0.6559492745396707,34.547,0.12,0.6535,87.39,51.4,288,NORMAL,0
2026-09-24 08:04:30,28,c1,10400,1555,1.5,Off,14.14,32.005,20.007,3.0043029932134337,0.08772757230818,0.452,0.0830244048110439,0.2608151267168206,0.1443264018303787,0.7348896666144751,0.4711452836147105,-0.6807838552855507,34.989,0.1208,0.6547,87.39,51.4,287,NORMAL,0
2026-09-24 08:04:40,29,c1,10400,1555,1.5,Off,13.829,30.873,18.956,3.049281400149807,0.0881591347560112,0.463,0.0834685000388984,0.2707250829066132,0.1914111595205567,0.7140019386535092,0.4678537975672419,-0.7020223704730517,33.829,0.1214,0.6543,87.39,51.4,286,NORMAL,0
2026-09-24 08:04:50,30,c1,10400,1555,1.5,Off,14.802,30.702,20.076,3.1252299304749807,0.0893124155973847,0.434,0.0841733564929399,0.3022920306179264,0.2162763138537444,0.7566493894123494,0.4725128843601256,-0.7032762228576201,34.084,0.1227,0.6566,87.39,51.4,285,NORMAL,0
2026-09-24 08:05:00,31,c1,10400,1555,1.5,Off,14.646,31.433,19.848,3.156421417062628,0.0896895728083841,0.423,0.0848906329247853,0.280698330601842,0.221753294324813,0.7651220192000823,0.4729063759739729,-0.7205185704948471,34.678,0.1235,0.6562,87.39,51.4,284,NORMAL,0
2026-09-24 08:05:10,32,c1,10400,1555,1.5,Off,14.369,31.203,19.713,3.158319213347701,0.0904990454811897,0.481,0.0856652407207018,0.2884114556456061,0.2119567648985474,0.7703918264666441,0.4796256566530829,-0.7436542418128429,34.353,0.1246,0.6565,87.39,51.4,283,NORMAL,0
2026-09-24 08:05:20,33,c1,10400,1555,1.5,Off,16.372,36.051,22.735,3.4142100385994687,0.0812110280977878,0.394,0.0750140455724252,0.2740041624327345,0.1460039077987467,0.861349615988872,0.4973583230301356,-0.514090179688377,39.594,0.1106,0.6588,87.39,51.4,282,NORMAL,0
2026-09-24 08:05:30,34,c1,10400,1555,1.5,Off,15.592,35.112,21.865,2.981430284118903,0.0811631535394068,0.405,0.0757555827208827,0.3886951775908009,0.241915766710445,0.9038633089086772,0.4951027342859752,-0.5337392803734411,38.418,0.111,0.6636,87.39,51.4,281,NORMAL,0
2026-09-24 08:05:40,35,c1,10400,1555,1.5,Off,14.918,34.222,21.418,3.019500897190629,0.0834402637153449,0.4,0.0788920044258132,0.2521154981242155,0.1543686842622396,0.879588725274663,0.48404973113112,-0.5843558056636455,37.332,0.1148,0.6587,87.39,51.4,280,NORMAL,0
2026-09-24 08:05:50,36,c1,10400,1555,1.5,Off,14.562,35.634,21.764,3.061732218012508,0.083159070468483,0.356,0.0787764130475543,0.1994584275067827,0.085574786312085,0.9359251553872956,0.4838775906064197,-0.6192302111716304,38.495,0.1145,0.6588,87.39,51.4,279,NORMAL,0
2026-09-24 08:06:00,37,c1,10400,1555,1.5,Off,15.084,34.044,22.311,3.15538749588951,0.0821734330660553,0.397,0.0775592896049604,0.2009695738941204,0.080632387034583,0.8750565245533961,0.4805745849276214,-0.6287790044470793,37.236,0.113,0.6571,87.39,51.4,278,NORMAL,0
2026-09-24 08:06:10,38,c1,10400,1555,1.5,Off,14.894,35.294,21.67,3.19553425351804,0.0820807292820375,0.433,0.0775539543795191,0.2681933021156024,0.1022162300609244,0.944719954956895,0.4839928780282776,-0.6649141701552419,38.308,0.1129,0.6612,87.39,51.4,277,NORMAL,0
2026-09-24 08:06:20,39,c1,10400,1555,1.5,Off,15.055,35.386,21.598,3.2821792874321725,0.0843587267426791,0.461,0.0800636022950274,0.3217732536806168,0.1644914348475898,0.9339916699886536,0.489776410163072,-0.6896403816570498,38.455,0.1163,0.6625,87.39,51.4,276,NORMAL,0
2026-09-24 08:06:30,40,c1,10400,1555,1.5,Off,14.972,34.746,21.293,3.29942295647728,0.0872148383378886,0.399,0.0830949889853808,0.2019645180443969,0.116154212519139,0.9721546847773604,0.4929488043730985,-0.7068084865147366,37.834,0.1205,0.66,87.39,51.4,275,NORMAL,0
2026-09-24 08:06:40,41,c1,10400,1555,1.5,Off,14.746,34.726,21.914,3.3900299757619465,0.0874617735986736,0.432,0.0829744308500241,0.1672677652987571,0.0512761117844009,1.012230638563654,0.4989120318000035,-0.729471522897744,37.727,0.1206,0.6602,87.39,51.4,274,NORMAL,0
2026-09-24 08:06:50,42,c1,10400,1555,1.5,Off,14.869,34.964,20.993,3.458665587528881,0.0843807839986238,0.376,0.0797560975871131,0.1710632275255372,0.0486075713914413,1.0082122429470646,0.4943416208922504,-0.7607626574345279,37.994,0.1161,0.6602,87.39,51.4,273,NORMAL,0
2026-09-24 08:07:00,43,c1,10400,1555,1.5,Off,15.57,37.353,21.996,3.468033147077889,0.0835031228040186,0.434,0.0785068759270992,0.2747512028727947,0.0944609394033904,1.0578197996523446,0.5091352727343199,-0.7675622455424551,40.468,0.1146,0.6648,87.39,51.4,272,NORMAL,0
2026-09-24 08:07:10,44,c1,10400,1555,1.5,Off,14.977,35.513,21.364,3.544299241629174,0.0863536791054484,0.427,0.0814298243614647,0.3395685628459737,0.1814989822893924,1.0485722113126004,0.515462809205672,-0.788225130839669,38.542,0.1187,0.6664,87.39,51.4,271,NORMAL,0
2026-09-24 08:07:20,45,c1,10400,1555,1.5,Off,15.865,36.15,22.216,3.619970139101297,0.0895568527342723,0.42,0.0851789877290076,0.2332445989366047,0.1293290601811705,1.0638065229307443,0.4998957601550677,-0.8098029031909486,39.478,0.1236,0.6637,87.4,51.4,270,NORMAL,0
2026-09-24 08:07:30,46,c1,10400,1555,1.5,Off,15.332,36.821,21.4,3.64187827074666,0.0865796318297539,0.432,0.0814784062964089,0.1973329289945193,0.0912959337712462,1.0594562529602485,0.5187047230010942,-0.8199982060111934,39.886,0.1189,0.6636,87.92,51.2,269,NORMAL,0
2026-09-24 08:07:40,47,c1,10400,1555,1.5,Off,15.267,38.742,21.988,3.736919558964525,0.0870330948037214,0.384,0.0820400740317804,0.1671464947027057,0.0755702082642315,1.130829019534367,0.5284844841840535,-0.8236154631237724,41.642,0.1196,0.6658,88.43,50.9,268,NORMAL,0
2026-09-24 08:07:50,48,c1,10400,1555,1.5,Off,15.648,36.702,21.962,3.798743247622917,0.0876118363421747,0.504,0.0828196053297113,0.2384911155349893,0.0683985413088872,1.122383287214304,0.5181915793214349,-0.8385088558104039,39.899,0.1206,0.6686,88.91,50.6,267,NORMAL,0
2026-09-24 08:08:00,49,c1,10400,1555,1.5,Off,14.855,35.139,21.28,3.836955722049087,0.0894468767416187,0.441,0.0846703059554662,0.3156056359249559,0.1640139114088672,1.1193811787599517,0.5269292445020916,-0.8597189385094177,38.15,0.1232,0.6718,89.37,50.3,266,NORMAL,0
2026-09-24 08:08:10,50,c1,10400,1555,1.5,Off,14.823,37.348,21.284,3.888856316618355,0.090660544589558,0.427,0.0858130350392911,0.2466732995236453,0.1032641800620761,1.174331776783795,0.5318901975754624,-0.8692678050554825,40.182,0.1248,0.6722,89.81,50.1,265,NORMAL,0
2026-09-24 08:08:20,51,c1,10400,1555,1.5,Off,15.005,36.721,21.432,3.972441337696777,0.0897919060580116,0.382,0.0850495863790636,0.1186781231574984,0.0429542977564785,1.1972706641938915,0.5335282599555244,-0.8760466379323284,39.668,0.1237,0.6699,90.22,49.9,264,NORMAL,0
2026-09-24 08:08:30,52,c1,10400,1555,1.5,Off,15.462,37.518,21.265,4.0240031538542285,0.0864891869743428,0.409,0.0814494291502006,0.1706885387391987,0.0718410267835119,1.1976782693450057,0.5310522422495207,-0.8915177564370285,40.579,0.1188,0.6723,90.61,49.7,263,NORMAL,0
2026-09-24 08:08:40,53,c1,10400,1555,1.5,Off,15.283,38.399,22.115,4.114520275048937,0.0855283438664135,0.451,0.0804027365480261,0.2745533423073079,0.1268207852934399,1.1998349124506342,0.5344317864091955,-0.8838372402866823,41.329,0.1174,0.6762,90.98,49.5,262,NORMAL,0
2026-09-24 08:08:50,54,c1,10400,1555,1.5,Off,15.428,38.22,21.702,4.160584912029413,0.0889388199662854,0.511,0.0838085623481053,0.3254092662570849,0.1713334704370535,1.2393927330213392,0.5351516546775072,-0.8945002906875237,41.216,0.1222,0.6796,91.33,49.3,261,NORMAL,0
2026-09-24 08:09:00,55,c1,10400,1555,1.5,Off,16.188,37.691,22.547,4.218861909454208,0.0917966099454006,0.448,0.0866635603021838,0.2269753530367424,0.0926119600064585,1.2306528369464589,0.5337953568021935,-0.8776143810020725,41.02,0.1262,0.677,91.65,49.1,260,NORMAL,0
2026-09-24 08:09:10,56,c1,10400,1555,1.5,Off,15.463,37.242,21.668,4.25764042467766,0.0900051485173565,0.415,0.0852076413083286,0.1414055896494046,0.0549566337083788,1.2130929060135047,0.5329177806512668,-0.9002532253975546,40.325,0.1239,0.6746,91.96,48.9,259,NORMAL,0
2026-09-24 08:09:20,57,c1,10400,1555,1.5,Off,15.98,39.488,21.749,4.339968943220761,0.0874338564016615,0.397,0.0822555730425332,0.1815711447531032,0.0666484328566565,1.2276512135704358,0.5335544969392437,-0.9058659813943084,42.599,0.12,0.6768,92.24,48.8,258,NORMAL,0
2026-09-24 08:09:30,58,c1,10400,1555,1.5,Off,15.512,37.59,21.498,4.369790337745321,0.0870108105855815,0.448,0.0816623280322744,0.2861906022633,0.1156288652737123,1.2534604974922106,0.5427069298535718,-0.9107951584233538,40.665,0.1193,0.6812,92.51,48.6,257,NORMAL,0
2026-09-24 08:09:40,59,c1,10400,1555,1.5,Off,15.887,38.786,21.826,4.4293958074874125,0.0901140923394997,0.443,0.0848987309581856,0.3181260211046539,0.1557911603667889,1.2970910734821617,0.5388712115577936,-0.921034477620084,41.914,0.1238,0.684,92.76,48.5,256,NORMAL,0
2026-09-24 08:09:50,60,c1,10400,1555,1.5,Off,15.96,39.171,22.037,4.502988227033138,0.0919767790907494,0.433,0.0870269384050115,0.1912446598614456,0.0767011349618207,1.3297089781605909,0.5455644980872101,-0.9276224079487374,42.298,0.1266,0.6816,92.98,48.3,255,NORMAL,0
2026-09-24 08:10:00,61,c1,10400,1555,1.5,Off,15.589,39.183,21.138,4.600353119125403,0.0909574013199214,0.485,0.0857023770624493,0.1486280696645554,0.054431470725035,1.3771514365681463,0.5548374165920412,-0.9271162522000882,42.17,0.125,0.6822,93.19,48.2,254,NORMAL,0
2026-09-24 08:10:10,62,c1,10400,1555,1.5,Off,16.027,40.782,21.704,4.623606676944971,0.0883054488466415,0.427,0.083001540824883,0.1705728163453916,0.0696004924598767,1.4107955310301632,0.5623791118825483,-0.922821540885408,43.818,0.1212,0.6842,93.39,48.1,253,NORMAL,0
2026-09-24 08:10:20,63,c1,10400,1555,1.5,Off,15.283,39.321,20.923,4.661295184624366,0.0885597331432526,0.443,0.0827766051079861,0.2798642121786616,0.0996880837714551,1.3630506126174469,0.5500857011227146,-0.9317509721060504,42.187,0.1212,0.6864,93.56,48.0,252,NORMAL,0
2026-09-24 08:10:30,64,c1,10400,1555,1.5,Off,16.295,39.319,22.295,4.70449634363866,0.0906573427710414,0.444,0.0853830033130097,0.3022374860661849,0.1405677733021892,1.3541783376115006,0.5544195153432379,-0.9512933031774627,42.562,0.1245,0.6871,93.72,47.9,251,NORMAL,0
2026-09-24 08:10:40,65,c1,10400,1555,1.5,Off,15.146,36.257,21.042,3.564067473108543,0.0910231861371528,0.448,0.0854147493440582,0.10383119943197,0.0319214575485431,1.2504028133188791,0.4672796622656532,-0.9258773608751314,39.293,0.1248,0.6784,93.87,47.9,250,NORMAL,0
2026-09-24 08:10:50,66,c1,10400,1555,1.5,Off,14.487,35.859,20.227,3.5472353587783485,0.0911770694150927,0.458,0.0854006172559362,0.2131460934326225,0.026703002113452,1.3755487255806322,0.527485337912282,-0.9228777137485942,38.675,0.1249,0.6856,93.99,47.8,249,NORMAL,0
2026-09-24 08:11:00,67,c1,10400,1555,1.5,Off,14.341,36.356,19.92,3.546438771785746,0.0924248634094175,0.472,0.0869819984921731,0.2415460866376451,0.0753428627952219,1.4384495474448462,0.5490922536097311,-0.9404994214064192,39.082,0.1269,0.6886,94.11,47.7,248,NORMAL,0
2026-09-24 08:11:10,68,c1,10400,1555,1.5,Off,14.801,36.007,21.015,3.583913036929523,0.0944623475475716,0.525,0.0891582551902725,0.2072247176241703,0.0805082249632831,1.4217101591158174,0.5441789565224827,-0.924389194229823,38.93,0.1299,0.6873,94.21,47.7,247,NORMAL,0
2026-09-24 08:11:20,69,c1,10400,1555,1.5,Off,15.074,36.605,20.779,3.652604116195143,0.095482483885263,0.427,0.0903845870718615,0.1308136131416799,0.0238708347761069,1.4537197917714826,0.5421395172764064,-0.923630824317649,39.587,0.1315,0.6861,94.29,47.6,246,NORMAL,0
2026-09-24 08:11:30,70,c1,10400,1555,1.5,Off,14.828,35.484,20.722,3.748268073305784,0.0960586243069926,0.432,0.0908218613072329,0.0841364496073717,0.0086231550666369,1.454033380749058,0.5448152500757127,-0.9085965543237932,38.458,0.1322,0.6849,94.37,47.6,245,NORMAL,0
2026-09-24 08:11:40,71,c1,10400,1555,1.5,Off,15.784,37.102,22.067,3.794358342266724,0.0944343874930101,0.413,0.0892492224492863,0.0583722787368152,0.0075422799597242,1.4810233268718038,0.5485798896689649,-0.8999368814283168,40.32,0.1299,0.685,94.43,47.5,244,NORMAL,0
2026-09-24 08:11:50,72,c1,10400,1555,1.5,Off,15.506,39.563,21.242,3.868642660973184,0.0929911288026792,0.465,0.087445699377557,0.1309830917977823,0.0318353298340725,1.4975916315427948,0.5544425170769146,-0.9121618038134384,42.493,0.1276,0.6878,94.48,47.5,243,NORMAL,0
2026-09-24 08:12:00,73,c1,10400,1555,1.5,Off,15.695,36.897,21.422,3.956966625936935,0.0922704440017385,0.489,0.0868732111366066,0.1690646623830338,0.0452643617306787,1.494138904590085,0.5552606401207381,-0.9072885451638312,40.096,0.1267,0.6889,94.51,47.5,242,NORMAL,0
2026-09-24 08:12:10,74,c1,10400,1555,1.5,Off,16.19,37.349,22.662000000000003,3.997301947637292,0.0928878967818153,0.476,0.0878198020212724,0.224893630092192,0.0773364025127389,1.5225665228399414,0.5572331696302041,-0.8955220026818576,40.707,0.1278,0.6915,94.54,47.5,241,NORMAL,0
2026-09-24 08:12:20,75,c1,10400,1555,1.5,Off,16.2,37.272,22.13,4.075949784994778,0.0904425511202095,0.479,0.085055204610219,0.4523599000785863,0.2451124620578086,1.4676341308782943,0.5545276346856939,-0.8766972535957565,40.64,0.1242,0.6967,94.56,47.5,240,NORMAL,0
2026-09-24 08:12:30,76,c1,10400,1555,1.5,Off,16.074,38.315,22.361,4.129921927660292,0.0874193700343836,0.454,0.0815374663371692,0.2762617539667191,0.1086085420242044,1.5344305074495992,0.5599724924601661,-0.8636956197816779,41.55,0.1195,0.6935,94.57,47.5,239,NORMAL,0
2026-09-24 08:12:40,77,c1,10400,1555,1.5,Off,16.526,38.467,22.803,4.219449289436611,0.0873761892541063,0.429,0.0816487838860513,0.1660813570410506,0.0741667854572778,1.499767011911164,0.5557343997562061,-0.8609849392310931,41.867,0.1196,0.6891,94.57,47.5,238,NORMAL,0
2026-09-24 08:12:50,78,c1,10400,1555,1.5,Off,17.004,38.145,23.558,4.25218815019543,0.0856570816688419,0.442,0.0798165469324815,0.1968817672267966,0.1291924355055957,1.54778331215621,0.5659421999234386,-0.8464659716786973,41.763,0.1171,0.6915,94.57,47.5,237,NORMAL,0
2026-09-24 08:13:00,79,c1,10400,1555,1.5,Off,17.433,39.025,23.829,4.318071845040824,0.0835612574042382,0.421,0.0774938082208127,0.2836024578032838,0.1381235640805029,1.577995488046362,0.5717608799199013,-0.8366272028498702,42.742,0.114,0.695,94.57,47.5,236,NORMAL,0
2026-09-24 08:13:10,80,c1,10400,1555,1.5,Off,16.882,37.502,24.017000000000003,4.383991875815384,0.0838921123308774,0.457,0.0778192377290692,0.3996057196405869,0.1680394919721011,1.56070853346107,0.5801960777578914,-0.8240707898345865,41.127,0.1144,0.6979,94.57,47.5,235,NORMAL,0
2026-09-24 08:13:20,81,c1,10400,1555,1.5,Off,16.862,39.65,23.269,4.45938770132706,0.0854776974310809,0.475,0.079228453884303,0.4516715271395419,0.1763651861178861,1.5872118414357672,0.5842227830741166,-0.8182828477552975,43.087,0.1165,0.7003,94.57,47.5,234,NORMAL,0
2026-09-24 08:13:30,82,c1,10400,1555,1.5,Off,17.443,41.088,24.222,4.480782764656012,0.0876082537159756,0.47,0.0816539388555765,0.3571935738906049,0.1520272560408435,1.6263070890884297,0.5870855989638122,-0.7858947861319829,44.637,0.1198,0.6986,94.57,47.5,233,NORMAL,0
2026-09-24 08:13:40,83,c1,10400,1555,1.5,Off,17.854,38.655,24.392,4.568694794445584,0.0890503543704489,0.433,0.0831555262496527,0.2213562559773731,0.0695167091981221,1.6256204345317211,0.582091921072213,-0.7699629253852227,42.579,0.1218,0.6945,94.57,47.5,232,NORMAL,0
2026-09-24 08:13:50,84,c1,10400,1555,1.5,Off,17.586,38.351,24.114,4.605338357145137,0.0883375431869345,0.404,0.0823277184411656,0.1630846621815482,0.0876325339406585,1.618530474051143,0.5884465758536218,-0.7737830997376145,42.191,0.1208,0.6926,94.57,47.5,231,NORMAL,0
2026-09-24 08:14:00,85,c1,10400,1555,1.5,Off,18.307,41.315,25.859,4.661134335565578,0.0863849750618005,0.45,0.0802650249759883,0.21444776095404,0.1517395620602881,1.6838018376674109,0.6012377096329339,-0.768671173303145,45.189,0.1179,0.6961,94.57,47.5,230,NORMAL,0
2026-09-24 08:14:10,86,c1,10400,1555,1.5,Off,18.212,40.24,25.941,4.726374145814432,0.0842636432271456,0.422,0.078467478128349,0.337005490872003,0.1880815061190768,1.6579334366794871,0.5861055992250664,-0.7560355233655485,44.169,0.1151,0.699,94.57,47.5,229,NORMAL,0
2026-09-24 08:14:20,87,c1,10400,1555,1.5,Off,18.913,39.408,25.838,4.788256192807999,0.0851681968936325,0.469,0.0789402318689187,0.4388202069571001,0.1906271207195811,1.6618185837896196,0.5892710780361283,-0.7512943201622964,43.711,0.1161,0.7022,94.57,47.5,228,NORMAL,0
2026-09-24 08:14:30,88,c1,10400,1555,1.5,Off,19.037,39.397,26.434,4.850061496948399,0.0875861439172266,0.438,0.0814655353081923,0.4370180624375912,0.1686860983377585,1.6467055852018575,0.5871766459768368,-0.7474887638032577,43.755,0.1196,0.7016,94.57,47.5,227,NORMAL,0
2026-09-24 08:14:40,89,c1,10400,1555,1.5,Off,18.178,39.53,25.795,4.91379029559906,0.0897404592248149,0.469,0.0835031105481458,0.3182717995839113,0.0943895808683703,1.6615030991005917,0.5861097810319565,-0.7478575281685269,43.509,0.1226,0.6985,94.57,47.5,226,NORMAL,0
2026-09-24 08:14:50,90,c1,10400,1555,1.5,Off,19.113,40.068,26.782,4.961310470433232,0.0901423811821224,0.433,0.0842061853484156,0.1740248866373384,0.0413193495344335,1.6261288918142975,0.5744844499269333,-0.7434242259637034,44.393,0.1234,0.6931,94.57,47.5,225,NORMAL,0
