vib_x_std,vib_x_max,force_x_p2p,force_y_mean,force_x_max,vib_y_std,force_y_max,vib_x_kurtosis,vib_y_kurtosis,force_y_kurtosis,force_y_skewness,force_x_kurtosis,cut,cutter,max_wear
0.08552834386641359,0.451,22.115,4.114520275048937,15.283,0.08040273654802618,38.399,0.2745533423073079,0.12682078529343999,1.1998349124506342,0.5344317864091955,-0.8838372402866823,53,c1,90.97845225
0.08893881996628544,0.511,21.702,4.160584912029413,15.428,0.08380856234810531,38.22,0.3254092662570849,0.1713334704370535,1.2393927330213392,0.5351516546775072,-0.8945002906875237,54,c1,91.32581757
0.09179660994540063,0.448,22.546999999999997,4.2188619094542075,16.188,0.08666356030218389,37.691,0.22697535303674243,0.09261196000645855,1.2306528369464589,0.5337953568021935,-0.8776143810020725,55,c1,91.65213593
0.09000514851735651,0.415,21.668,4.25764042467766,15.463,0.08520764130832861,37.242,0.14140558964940464,0.05495663370837889,1.2130929060135047,0.5329177806512668,-0.9002532253975546,56,c1,91.95786023
0.08743385640166154,0.397,21.749000000000002,4.339968943220761,15.98,0.08225557304253324,39.488,0.1815711447531032,0.06664843285665656,1.2276512135704358,0.5335544969392437,-0.9058659813943084,57,c1,92.24346325
0.08701081058558152,0.448,21.498,4.369790337745321,15.512,0.08166232803227447,37.59,0.28619060226330006,0.1156288652737123,1.2534604974922106,0.5427069298535718,-0.9107951584233538,58,c1,92.50943591
0.09011409233949978,0.443,21.826,4.4293958074874125,15.887,0.08489873095818569,38.786,0.31812602110465393,0.15579116036678897,1.2970910734821617,0.5388712115577936,-0.9210344776200841,59,c1,92.7562856
0.0919767790907494,0.433,22.037,4.502988227033138,15.96,0.08702693840501151,39.171,0.19124465986144568,0.07670113496182074,1.3297089781605909,0.5455644980872101,-0.9276224079487374,60,c1,92.98453457
0.0909574013199214,0.485,21.138,4.600353119125403,15.589,0.08570237706244932,39.183,0.14862806966455544,0.05443147072503507,1.3771514365681465,0.5548374165920412,-0.9271162522000882,61,c1,93.19471836
0.0883054488466415,0.427,21.704,4.623606676944971,16.027,0.08300154082488306,40.782,0.17057281634539168,0.06960049245987676,1.4107955310301632,0.5623791118825483,-0.9228215408854079,62,c1,93.38738431
0.08855973314325266,0.443,20.923,4.661295184624366,15.283,0.08277660510798614,39.321,0.27986421217866164,0.0996880837714551,1.3630506126174469,0.5500857011227146,-0.9317509721060504,63,c1,93.56309014
0.09065734277104148,0.444,22.295,4.70449634363866,16.295,0.08538300331300978,39.319,0.30223748606618495,0.14056777330218928,1.3541783376115006,0.5544195153432379,-0.9512933031774629,64,c1,93.72240252
0.09102318613715289,0.448,21.042,3.564067473108543,15.146,0.08541474934405825,36.257,0.10383119943197006,0.03192145754854314,1.2504028133188791,0.4672796622656532,-0.9258773608751314,65,c1,93.86589581
0.0911770694150927,0.458,20.227,3.5472353587783485,14.487,0.08540061725593624,35.859,0.21314609343262259,0.026703002113452,1.3755487255806322,0.527485337912282,-0.9228777137485942,66,c1,93.99415074
0.09242486340941759,0.472,19.919999999999998,3.5464387717857466,14.341,0.08698199849217317,36.356,0.2415460866376451,0.07534286279522195,1.4384495474448462,0.5490922536097311,-0.9404994214064191,67,c1,94.10775318
0.0944623475475716,0.525,21.015,3.583913036929523,14.801,0.08915825519027254,36.007,0.20722471762417038,0.08050822496328314,1.4217101591158174,0.5441789565224827,-0.924389194229823,68,c1,94.20729304
0.095482483885263,0.427,20.779,3.652604116195143,15.074,0.09038458707186159,36.605,0.13081361314167994,0.023870834776106964,1.4537197917714826,0.5421395172764064,-0.923630824317649,69,c1,94.29336308
0.09605862430699261,0.432,20.722,3.748268073305784,14.828,0.09082186130723291,35.484,0.08413644960737177,0.008623155066636912,1.454033380749058,0.5448152500757127,-0.9085965543237933,70,c1,94.36655788
0.0944343874930101,0.413,22.067,3.794358342266724,15.784,0.08924922244928636,37.102,0.058372278736815275,0.00754227995972423,1.4810233268718038,0.5485798896689649,-0.8999368814283168,71,c1,94.42747281
0.09299112880267926,0.465,21.242,3.868642660973184,15.506,0.08744569937755708,39.563,0.13098309179778234,0.03183532983407256,1.4975916315427948,0.5544425170769146,-0.9121618038134383,72,c1,94.47670304
0.09227044400173856,0.489,21.422,3.956966625936935,15.695,0.0868732111366066,36.897,0.16906466238303386,0.045264361730678715,1.494138904590085,0.5552606401207381,-0.9072885451638313,73,c1,94.51484266
0.09288789678181535,0.476,22.662000000000003,3.997301947637292,16.19,0.08781980202127249,37.349,0.224893630092192,0.07733640251273899,1.5225665228399414,0.5572331696302041,-0.8955220026818576,74,c1,94.54248373
0.0904425511202095,0.479,22.13,4.075949784994778,16.2,0.08505520461021909,37.272,0.4523599000785863,0.24511246205780868,1.4676341308782943,0.5545276346856939,-0.8766972535957565,75,c1,94.5602155
0.08741937003438364,0.454,22.361,4.129921927660292,16.074,0.08153746633716928,38.315,0.27626175396671915,0.10860854202420445,1.5344305074495992,0.5599724924601661,-0.8636956197816779,76,c1,94.56862356
0.0873761892541063,0.429,22.803,4.219449289436611,16.526,0.0816487838860513,38.467,0.16608135704105065,0.07416678545727784,1.499767011911164,0.5557343997562061,-0.8609849392310931,77,c1,94.56862356
0.08565708166884198,0.442,23.558,4.25218815019543,17.004,0.07981654693248152,38.145,0.19688176722679662,0.12919243550559578,1.5477833121562101,0.5659421999234386,-0.8464659716786973,78,c1,94.56862356
0.08356125740423823,0.421,23.829,4.318071845040824,17.433,0.07749380822081277,39.025,0.28360245780328386,0.13812356408050297,1.577995488046362,0.5717608799199013,-0.8366272028498702,79,c1,94.56862356
0.08389211233087746,0.457,24.017000000000003,4.383991875815384,16.882,0.07781923772906923,37.502,0.3996057196405869,0.1680394919721011,1.56070853346107,0.5801960777578914,-0.8240707898345865,80,c1,94.56862356
0.08547769743108094,0.475,23.269,4.45938770132706,16.862,0.07922845388430305,39.65,0.45167152713954195,0.1763651861178861,1.5872118414357672,0.5842227830741166,-0.8182828477552975,81,c1,94.56862356
0.08760825371597564,0.47,24.222,4.480782764656012,17.443,0.08165393885557651,41.088,0.3571935738906049,0.15202725604084355,1.6263070890884297,0.5870855989638122,-0.7858947861319829,82,c1,94.56862356
0.08905035437044899,0.433,24.392,4.568694794445584,17.854,0.0831555262496527,38.655,0.22135625597737318,0.06951670919812214,1.6256204345317213,0.582091921072213,-0.7699629253852227,83,c1,94.56862356
0.08833754318693454,0.404,24.113999999999997,4.605338357145137,17.586,0.08232771844116563,38.351,0.16308466218154827,0.08763253394065851,1.618530474051143,0.5884465758536218,-0.7737830997376145,84,c1,94.56862356
0.08638497506180055,0.45,25.858999999999998,4.661134335565578,18.307,0.08026502497598836,41.315,0.21444776095404006,0.15173956206028816,1.6838018376674109,0.6012377096329339,-0.768671173303145,85,c1,94.56862356
0.08426364322714566,0.422,25.941,4.726374145814432,18.212,0.07846747812834903,40.24,0.33700549087200304,0.1880815061190768,1.6579334366794871,0.5861055992250664,-0.7560355233655485,86,c1,94.56862356
0.08516819689363253,0.469,25.838,4.788256192807999,18.913,0.07894023186891878,39.408,0.4388202069571001,0.1906271207195811,1.6618185837896196,0.5892710780361283,-0.7512943201622964,87,c1,94.56862356
0.08758614391722663,0.438,26.433999999999997,4.850061496948399,19.037,0.08146553530819237,39.397,0.4370180624375912,0.1686860983377585,1.6467055852018575,0.5871766459768368,-0.7474887638032577,88,c1,94.56862356
0.08974045922481497,0.469,25.795,4.91379029559906,18.178,0.08350311054814583,39.53,0.3182717995839113,0.09438958086837035,1.6615030991005915,0.5861097810319565,-0.7478575281685269,89,c1,94.56862356
0.09014238118212249,0.433,26.782,4.961310470433232,19.113,0.08420618534841569,40.068,0.1740248866373384,0.0413193495344335,1.6261288918142975,0.5744844499269333,-0.7434242259637034,90,c1,94.56862356
0.088984260503522,0.449,27.082,5.032490475018011,19.572,0.0828147348628468,39.938,0.17791472295067834,0.10870314396262337,1.611295860615419,0.5772421569923414,-0.7286525715939067,91,c1,94.56862356
0.08639512686698306,0.439,26.807000000000002,5.0804403518366605,19.19,0.08023468998685787,41.093,0.24415213187513318,0.11202911321046383,1.6680224332805969,0.5798288178272198,-0.7489318805574414,92,c1,94.56862356
0.08598568785767202,0.478,28.087999999999997,5.139257749765298,20.089,0.07963586852161035,41.039,0.3807431091250133,0.15634145443779968,1.7246995042122215,0.5891381746140475,-0.7346697798413846,93,c1,94.56862356
0.08795807905725278,0.486,28.951,5.1962802805539985,20.908,0.08134714808553528,41.742,0.4795529760000474,0.1582882264296881,1.6955634960698749,0.5876081305952544,-0.7363734243985949,94,c1,94.56862356
0.09076857938119695,0.547,29.226,5.2814044769725745,20.9,0.08430143413612555,41.334,0.38280981340947307,0.1178898800404502,1.6857843983689458,0.583296824928327,-0.7464902446024699,95,c1,94.56862356
0.09224141466522424,0.434,28.493,5.315431549532055,20.746,0.0859377411161502,41.614,0.2643334663447501,0.05700850314299233,1.670261701944873,0.5796276581352106,-0.7397555589065514,96,c1,94.56862356
0.09125124328340047,0.502,32.482,3.798546805603006,22.32,0.08594955515378788,37.693,0.32054934709792127,0.1399566708007134,1.453660073094455,0.5170700121921228,-0.5689074345798479,97,c1,94.56862356
0.09481565798538491,0.562,32.306,3.768635482004819,22.054,0.08958935797135785,39.868,0.3551088063259842,0.1395316442115737,1.6188957592796953,0.5943286675700921,-0.5877588382903638,98,c1,94.56862356
0.09739094212455313,0.518,31.125999999999998,3.8543642635800226,21.764,0.09204141008205328,42.17,0.22144236926441163,0.07997720097346184,1.5849648095591036,0.5880147460691333,-0.584727988016958,99,c1,94.56862356
0.09831790797981685,0.52,32.076,3.928432398802171,22.622,0.09321995784713688,40.337,0.1468256107582162,0.06055885332549327,1.6273810523643215,0.5821923207919828,-0.5849860293578129,100,c1,94.56862356
0.09811324735885743,0.459,31.63,4.048024712394924,22.357,0.0925635368614061,41.375,0.15627283318398577,0.07811820957712223,1.6295153259505115,0.5784295520352899,-0.5903135989684127,101,c1,94.56862356
0.09738928391717085,0.492,33.733000000000004,4.112346631803357,23.05,0.09150610059907656,40.853,0.21352956820383895,0.06959842632401836,1.6731961897679266,0.5859860663422226,-0.5927811621542349,102,c1,94.56862356
0.09662474276476611,0.454,32.816,4.1701712789214795,23.056,0.09085762692024843,43.236,0.28092032170560666,0.1070229452180742,1.6222278288168113,0.5866592739407214,-0.6031636367262623,103,c1,94.56862356
0.097463263410354,0.474,32.952,4.238834857996739,23.29,0.09170124690846701,41.81,0.36154074320038854,0.14008483009306794,1.6966222636984787,0.5938153314406621,-0.6129200022893926,104,c1,94.56862356
0.09807637867511641,0.479,33.106,4.303708277156287,23.546,0.09211417093743782,42.062,0.28850274925195896,0.07664076157107269,1.6200763477163997,0.5881077041317564,-0.6121137750434529,105,c1,94.56862356
0.09872230515163165,0.496,33.607,4.352076542760237,23.675,0.09349339558987867,41.295,0.24948778787914394,0.07438018438393401,1.702728239925059,0.5964747169176648,-0.6206572208439196,106,c1,94.56862356
0.10009812189978631,0.555,33.911,4.403161618965282,23.461,0.09434240689120654,43.795,0.17990484414354713,0.0497107715278422,1.6951133208266347,0.5950002290844116,-0.6260893876662372,107,c1,94.56862356
0.09945291874499161,0.671,33.786,4.477017514690475,23.52,0.09381361074975152,41.865,0.1657017811098216,0.07489202084827573,1.6413059400813816,0.5976147527166134,-0.6249858060462139,108,c1,94.56862356
0.09679939727222274,0.498,34.299,4.54483313540003,23.948,0.09116032180520342,41.69,0.22232245424032016,0.0903988492433574,1.7268959029657225,0.5948730139642695,-0.6324681779977817,109,c1,94.56862356
0.09577135888903018,0.568,33.148,4.59082336738782,23.295,0.08989365055506987,42.581,0.3914363188279699,0.16581133189833563,1.7747500027375986,0.6072552236440573,-0.6456912064211555,110,c1,94.56862356
0.09526308078288574,0.488,34.423,4.652073614937949,24.101,0.08939036889459197,41.321,0.36078298592029245,0.10947253088118458,1.7291631634060973,0.5954947783271949,-0.6473055459360957,111,c1,94.56862356
0.09684199687886684,0.519,35.384,4.685316324299704,24.853,0.09165813342212367,43.663,0.29460774505269915,0.10485040438378679,1.6718079429046346,0.5963714252199305,-0.6568101323186721,112,c1,94.56862356
0.09832524600535306,0.503,34.289,4.790673719229422,24.165,0.09339736080616157,42.449,0.22974257528615238,0.07258186329243843,1.613284526866563,0.5888554260972213,-0.6594734221267169,113,c1,94.56862356
0.09822997764288927,0.456,35.44,4.865843621043043,24.817,0.09333109055132903,42.586,0.16092428120439406,0.0395878308926636,1.71246759324774,0.6041254308084598,-0.66999106538207,114,c1,94.56862356
0.0991846528259291,0.516,35.516999999999996,4.890587864689789,25.235,0.09393377868845564,41.999,0.1664333707864185,0.10472007475951406,1.6491693253576623,0.5947701398264225,-0.671692467377631,115,c1,94.56862356
0.09618553914803098,0.581,36.507999999999996,4.94183267196971,25.493,0.09133472399996195,43.199,0.24470840513906822,0.11796233899361441,1.7130345316333928,0.6051845261161287,-0.6755117431279332,116,c1,94.56862356
0.09651383117835385,0.51,35.609,5.025018995521898,25.079,0.09103350085475927,43.661,0.32396587414840416,0.1484588504317368,1.682639644938667,0.5985970336403165,-0.690401488704699,117,c1,94.56862356
0.09626302754138297,0.49,36.106,5.094058970867509,25.258,0.09101608640330809,43.29,0.3412258850755885,0.11287504235228063,1.6885580729901042,0.5870937463375174,-0.6891915060858378,118,c1,94.56862356
0.09676786788553825,0.535,36.344,5.120701393155742,25.515,0.09164677687133904,45.203,0.358864403152078,0.12191372510268339,1.7918613350067076,0.603299899775399,-0.7084856735730716,119,c1,94.56862356
0.09957311061006653,0.49,36.481,5.214093331633303,25.642,0.09408245287795183,44.21,0.22375637802178128,0.026256199066266195,1.7730301739957568,0.6070659489074628,-0.711582578494308,120,c1,94.58162515
0.09937355473422364,0.505,37.516999999999996,5.293904216286098,26.386,0.09428417678464339,43.098,0.19241210755106586,0.0429563583670487,1.6956576009132283,0.591338967124277,-0.7212155793370876,121,c1,94.88972237
0.09826145716128508,0.48,36.891000000000005,5.322459662323113,26.251,0.0930308711829189,42.818,0.2339221605686741,0.117720518154115,1.7336514290084324,0.5923843917992596,-0.7304619645627626,122,c1,95.19110376
0.09611802112920957,0.476,37.423,5.41370499988621,26.605,0.09106401796408359,43.57,0.2759609343815459,0.10688630105301344,1.7412857310470615,0.5988762078420438,-0.7350180897732796,123,c1,95.48569329
0.09536361173080649,0.486,37.881,5.467523168793074,26.897,0.0903949835491005,44.714,0.356136277177856,0.15227341168250508,1.6834175710179213,0.5818750211979477,-0.7427612622069382,124,c1,95.77343457
0.09889409747306688,0.594,38.81,5.488208833201251,26.444,0.09305198321587387,43.584,0.3450719403633622,0.11769220044314288,1.6834083915690181,0.5747090132947589,-0.7505636599428884,125,c1,96.05429047
0.09998509024367377,0.56,38.206,5.544010834566777,27.127,0.09440099489501126,44.398,0.3455285782659363,0.07508435664326862,1.6419577377588972,0.5758270217272711,-0.7612025056453398,126,c1,96.32824273
0.09976466664478156,0.56,40.129,5.651770611735445,28.313,0.09431754050200222,45.5,0.22501947341925943,0.04283749424065508,1.695808806439092,0.5794167224498258,-0.7701302389211571,127,c1,96.59529149
0.10049039617390876,0.576,39.254999999999995,5.696048539135502,27.313,0.09487438812977096,44.675,0.21810771779450855,0.05848716208246074,1.665106109068426,0.5753641180425271,-0.7801469686462537,128,c1,96.85545491
0.08952747583350483,0.486,36.723,4.354414194380956,24.994,0.08476134030044438,38.835,0.25275457905421117,0.05382379809052473,1.6387464407943169,0.5643138508116421,-0.994612421952406,129,c1,97.10876863
0.09468624042527495,0.472,37.147,4.397806378018013,24.897,0.08958083000565985,43.398,0.16383943472596219,0.0721053437471193,1.6935273921560805,0.6264198407200415,-1.0007968863405452,130,c1,97.35528535
0.0959898233066519,0.438,38.597,4.533224515999781,26.587,0.09090390896676545,40.39,0.12835312367252705,0.06795836362958063,1.6357859711708427,0.6145766129814973,-1.0004270112464573,131,c1,97.59507432
0.09400092585751958,0.44,38.534,4.637500578371634,26.529,0.08930917988418931,42.938,0.09833762281980851,0.09580712891644305,1.6106239575812928,0.626284371816621,-0.9926269107976715,132,c1,97.82822082
0.0933571811094777,0.471,40.019,4.692935544544536,27.176,0.08879226965663863,42.963,0.1392835275941482,0.10366109962338932,1.644497463673912,0.6154895655304513,-0.9974944589759072,133,c1,98.05482567
0.09247739914516341,0.543,39.005,4.780364999249048,26.952,0.08711514349371019,40.831,0.2322361455926396,0.14434253993204216,1.627586120610406,0.6167464879747074,-0.9979126222407508,134,c1,98.27500469
0.09198761711787064,0.554,39.445,4.865195897043484,27.331,0.0863648228750926,40.79,0.3808682071267633,0.12974817835982444,1.6057283072719448,0.6137812282571247,-1.0037974721852405,135,c1,98.48888816
0.09389939791531536,0.517,39.921,4.935041693042658,27.315,0.08809367646773625,43.481,0.3748278101332505,0.1022083201105417,1.6236263974668494,0.6141567150282092,-1.0148851846575246,136,c1,98.69662026
0.09394703383040666,0.503,41.336,5.074815208790009,27.998,0.08857373664627563,42.947,0.3411695779799091,0.09388928753578663,1.5983820280313354,0.6079734108113093,-1.0214421347326534,137,c1,98.89835857
0.09556962063457342,0.492,41.501000000000005,5.132347132800902,28.914,0.09058143876512685,43.638,0.17748168469234304,0.03562823532438486,1.5961585258541167,0.6052548609426436,-1.022403382629685,138,c1,99.09427345
